"","STUDENTID","AGE","GENDER","HS_TYPE","SCHOLARSHIP","WORK","ACTIVITY","PARTNER","SALARY","TRANSPORT","LIVING","MOTHER_EDU","FATHER_EDU","X._SIBLINGS","KIDS","MOTHER_JOB","FATHER_JOB","STUDY_HRS","READ_FREQ","READ_FREQ_SCI","ATTEND_DEPT","IMPACT","ATTEND","PREP_STUDY","PREP_EXAM","NOTES","LISTENS","LIKES_DISCUSS","CLASSROOM","CUML_GPA","EXP_GPA","COURSE.ID","GRADE"
"1401","STUDENT1401","<18 yrs","Male","Home School","Full","No","Yes","Yes","RS.40k-RS.60k","Public","Dorm","No Schooling","No Schooling","1","One","Manager","Clerk","3 to 5","Never","Often","Never","Low","Irregular","Moderate","Low","Sometimes","Never","Sometimes","Quiet","3.0-3.5","2.5-3.0",9,"C"
"1402","STUDENT1402","<18 yrs","Male","Private","Partial","No","No","No","RS.20k-RS.40k","Private","House","Primary","Secondary","0","One","Laborer","Clerk","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Often","Sometimes","Often","Noisy",">3.5","2.5-3.0",9,"C"
"1403","STUDENT1403","18-22 yrs","Female","Public","Need-based","Yes","Yes","Yes","RS.40k-RS.60k","Public","Dorm","Secondary","Secondary","0","None","Laborer","Manager","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Sometimes","Moderate","3.0-3.5","<2.0",9,"B"
"1404","STUDENT1404","18-22 yrs","Female","Private","Merit","Yes","Yes","Yes","RS.20k-RS.40k","Public","Apartment","High School","Secondary","0","One","Laborer","Manager","1 to 3","Sometimes","Never","Never","Low","Regular","High","Low","Sometimes","Sometimes","Sometimes","Noisy","2.0-2.5","<2.0",9,"C"
"1405","STUDENT1405",">20 yrs","Female","Private","Partial","Yes","Yes","No","<RS.20k","Public","Dorm","Primary","Secondary","0","One","Laborer","Professional","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Low","Often","Never","Sometimes","Quiet","2.0-2.5","3.0-3.5",9,"B"
"1406","STUDENT1406",">20 yrs","Female","Home School","Partial","No","Yes","Yes","RS.60k-RS.80k","Public","Apartment","No Schooling","High School","1","More than 1","Laborer","Laborer","1 to 3","Sometimes","Sometimes","Never","Low","Irregular","Moderate","Low","Often","Sometimes","Sometimes","Noisy","3.0-3.5","3.0-3.5",9,"C+"
"1407","STUDENT1407","18-22 yrs","Female","Private","Full","Yes","No","Yes","RS.40k-RS.60k","Walk","Apartment","Primary","High School","1","One","Clerk","Unemployed","1 to 3","Sometimes","Never","Never","Low","Regular","Low","Low","Sometimes","Never","Often","Quiet","2.0-2.5","<2.0",9,"C"
"1408","STUDENT1408","18-22 yrs","Male","Public","Full","Yes","Yes","No","RS.60k-RS.80k","Public","Dorm","High School","Secondary","2","More than 1","Laborer","Unemployed","3 to 5","Sometimes","Sometimes","Never","Low","Irregular","High","Low","Often","Never","Often","Noisy","2.5-3.0","2.5-3.0",9,"D"
"1409","STUDENT1409","<18 yrs","Male","Public","Full","Yes","Yes","Yes",">RS.80k","Public","Dorm","Secondary","Secondary","1","One","Laborer","Professional","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Quiet","3.0-3.5","<2.0",9,"C"
"1410","STUDENT1410",">20 yrs","Male","Home School","Full","Yes","Yes","Yes","RS.60k-RS.80k","Public","Dorm","High School","Secondary","4+","One","Laborer","Manager","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Sometimes","Quiet","3.0-3.5","<2.0",9,"C+"
"1411","STUDENT1411",">20 yrs","Male","Private","None","Yes","Yes","No","RS.40k-RS.60k","Public","Dorm","High School","Primary","2","None","Laborer","Professional","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Often","Quiet","3.0-3.5","2.0-2.5",9,"D"
"1412","STUDENT1412","<18 yrs","Male","Private","Full","Yes","Yes","Yes","RS.40k-RS.60k","Public","Apartment","Secondary","Secondary","0","More than 1","Professional","Manager","less than 1","Sometimes","Sometimes","Never","Low","Irregular","Low","Low","Sometimes","Never","Often","Moderate",">3.5","<2.0",9,"C+"
"1413","STUDENT1413","18-22 yrs","Female","Private","None","Yes","No","No","RS.60k-RS.80k","Public","Apartment","No Schooling","Secondary","2","None","Laborer","Laborer","3 to 5","Never","Sometimes","Never","Low","Regular","High","Low","Often","Sometimes","Often","Moderate","2.0-2.5","2.0-2.5",9,"D"
"1414","STUDENT1414","<18 yrs","Female","Public","Need-based","Yes","Yes","Yes","RS.20k-RS.40k","Walk","Dorm","Primary","Secondary","1","More than 1","Laborer","Manager","less than 1","Sometimes","Sometimes","Never","Low","Regular","High","Low","Sometimes","Sometimes","Sometimes","Quiet","2.5-3.0","3.0-3.5",9,"B"
"1415","STUDENT1415",">20 yrs","Female","Home School","Partial","Yes","Yes","No","RS.40k-RS.60k","Private","Dorm","No Schooling","No Schooling","1","None","Laborer","Clerk","1 to 3","Sometimes","Sometimes","Never","Low","Irregular","Moderate","Low","Sometimes","Sometimes","Sometimes","Noisy","2.5-3.0","3.0-3.5",9,"C+"
"1416","STUDENT1416","18-22 yrs","Female","Home School","Merit","No","No","No","RS.20k-RS.40k","Public","Dorm","Secondary","Primary","4+","One","Laborer","Unemployed","3 to 5","Sometimes","Sometimes","Never","Low","Irregular","Low","Low","Sometimes","Often","Often","Quiet","2.5-3.0","<2.0",9,"C+"
"1417","STUDENT1417",">20 yrs","Female","Public","None","No","Yes","No","RS.20k-RS.40k","Public","Dorm","Primary","Secondary","3","One","Laborer","Unemployed","less than 1","Never","Never","Never","Low","Regular","Moderate","Moderate","Sometimes","Sometimes","Sometimes","Quiet","3.0-3.5","2.0-2.5",9,"D"
"1418","STUDENT1418","<18 yrs","Female","Home School","None","Yes","No","No","<RS.20k","Public","Dorm","High School","No Schooling","4+","None","Laborer","Unemployed","less than 1","Sometimes","Sometimes","Never","Low","Irregular","Moderate","Low","Sometimes","Sometimes","Sometimes","Moderate","2.5-3.0","<2.0",9,"B"
"1419","STUDENT1419",">20 yrs","Male","Public","None","Yes","Yes","No","RS.40k-RS.60k","Walk","Apartment","Secondary","High School","1","None","Manager","Laborer","5 to 7","Never","Never","Never","Low","Regular","Low","Moderate","Often","Never","Often","Quiet",">3.5","2.5-3.0",9,"B"
"1420","STUDENT1420","<18 yrs","Female","Home School","Full","No","Yes","Yes","RS.20k-RS.40k","Public","Apartment","Primary","No Schooling","4+","More than 1","Laborer","Unemployed","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Moderate","High","Never","Often","Often","Noisy",">3.5","3.0-3.5",9,"B"
"1421","STUDENT1421",">20 yrs","Female","Private","Need-based","Yes","No","Yes","RS.20k-RS.40k","Public","Dorm","Secondary","Secondary","4+","One","Laborer","Manager","less than 1","Sometimes","Often","Never","Low","Regular","Low","Moderate","Often","Sometimes","Often","Noisy",">3.5","2.5-3.0",9,"C+"
"1422","STUDENT1422","<18 yrs","Female","Private","None","No","No","No","<RS.20k","Public","Dorm","Primary","Primary","2","More than 1","Clerk","Clerk","less than 1","Often","Sometimes","Never","Low","Regular","High","Low","Often","Sometimes","Often","Quiet",">3.5","2.0-2.5",9,"C+"
"1423","STUDENT1423","18-22 yrs","Male","Private","None","Yes","Yes","No","RS.60k-RS.80k","Public","Dorm","No Schooling","Secondary","4+","More than 1","Laborer","Unemployed","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Often","Sometimes","Sometimes","Moderate",">3.5","2.5-3.0",9,"C+"
"1424","STUDENT1424","<18 yrs","Female","Public","Partial","Yes","No","No","<RS.20k","Public","Dorm","Secondary","High School","2","One","Laborer","Clerk","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Often","Sometimes","Moderate","3.0-3.5","2.5-3.0",9,"C+"
"1425","STUDENT1425","18-22 yrs","Female","Private","Need-based","Yes","Yes","No",">RS.80k","Private","Dorm","High School","No Schooling","2","One","Laborer","Clerk","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Never","Often","Often","Quiet","2.0-2.5","3.0-3.5",9,"D"
"1426","STUDENT1426","18-22 yrs","Female","Home School","Full","Yes","No","Yes",">RS.80k","Public","Apartment","Secondary","Secondary","3","One","Laborer","Clerk","1 to 3","Never","Sometimes","Never","High","Irregular","Moderate","Low","Often","Sometimes","Sometimes","Moderate","3.0-3.5","<2.0",9,"B"
"1427","STUDENT1427","18-22 yrs","Male","Public","Partial","Yes","Yes","No","<RS.20k","Walk","Apartment","Primary","Secondary","1","More than 1","Laborer","Manager","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Low","Sometimes","Often","Often","Moderate",">3.5","2.0-2.5",9,"D"
"1428","STUDENT1428","<18 yrs","Female","Public","Full","Yes","Yes","No","<RS.20k","Public","Dorm","Primary","Secondary","2","None","Laborer","Unemployed","5 to 7","Never","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Sometimes","Quiet","2.5-3.0","3.0-3.5",9,"C+"
"1429","STUDENT1429","<18 yrs","Female","Home School","None","Yes","Yes","No","RS.20k-RS.40k","Public","Dorm","Primary","Primary","1","More than 1","Laborer","Unemployed","5 to 7","Sometimes","Sometimes","Never","High","Regular","High","Low","Often","Sometimes","Often","Quiet","3.0-3.5","<2.0",9,"D"
"1430","STUDENT1430","18-22 yrs","Male","Home School","Merit","Yes","Yes","Yes","RS.20k-RS.40k","Public","Dorm","Secondary","High School","2","One","Laborer","Manager","1 to 3","Never","Sometimes","Never","High","Irregular","Low","Low","Sometimes","Never","Sometimes","Quiet","2.0-2.5","2.0-2.5",9,"C"
"1431","STUDENT1431","18-22 yrs","Male","Home School","Need-based","Yes","Yes","No","RS.40k-RS.60k","Public","Dorm","No Schooling","Primary","4+","One","Laborer","Professional","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Noisy",">3.5","<2.0",9,"C+"
"1432","STUDENT1432",">20 yrs","Male","Home School","Need-based","No","No","Yes","<RS.20k","Public","Apartment","No Schooling","High School","3","One","Laborer","Laborer","1 to 3","Sometimes","Sometimes","Never","Low","Irregular","High","Low","Sometimes","Sometimes","Never","Moderate","2.0-2.5","<2.0",9,"D"
"1433","STUDENT1433","18-22 yrs","Male","Public","Partial","No","Yes","No","<RS.20k","Public","Dorm","No Schooling","Secondary","4+","None","Laborer","Professional","1 to 3","Sometimes","Sometimes","Never","Low","Irregular","Low","Low","Sometimes","Sometimes","Often","Moderate","3.0-3.5","2.5-3.0",9,"C"
"1434","STUDENT1434","<18 yrs","Female","Home School","None","Yes","Yes","Yes","RS.40k-RS.60k","Public","Dorm","High School","Primary","1","One","Laborer","Clerk","5 to 7","Never","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Quiet","2.5-3.0","<2.0",9,"C+"
"1435","STUDENT1435","18-22 yrs","Female","Home School","Partial","Yes","No","Yes","RS.40k-RS.60k","Public","Dorm","Secondary","Secondary","0","One","Manager","Laborer","less than 1","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Often","Quiet",">3.5","2.5-3.0",9,"B"
"1436","STUDENT1436","<18 yrs","Male","Private","None","Yes","Yes","Yes","RS.20k-RS.40k","Public","House","High School","Secondary","4+","More than 1","Laborer","Manager","less than 1","Sometimes","Never","Never","Low","Regular","Moderate","Low","Sometimes","Often","Often","Noisy","2.0-2.5","3.0-3.5",9,"D"
"1437","STUDENT1437","18-22 yrs","Female","Home School","Full","Yes","No","Yes","<RS.20k","Public","Apartment","Primary","No Schooling","1","More than 1","Laborer","Clerk","3 to 5","Often","Often","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Often","Moderate","2.5-3.0","2.0-2.5",9,"C+"
"1438","STUDENT1438","18-22 yrs","Female","Home School","Full","Yes","Yes","No",">RS.80k","Public","Apartment","Primary","Secondary","3","None","Laborer","Manager","5 to 7","Never","Never","Often","Low","Regular","High","Moderate","Often","Sometimes","Often","Quiet",">3.5","3.0-3.5",9,"B"
"1439","STUDENT1439","18-22 yrs","Female","Public","Need-based","Yes","Yes","Yes","RS.60k-RS.80k","Public","Dorm","Secondary","Primary","2","None","Laborer","Unemployed","1 to 3","Sometimes","Sometimes","Often","Low","Regular","Moderate","Low","Often","Sometimes","Often","Moderate","2.5-3.0","2.0-2.5",9,"C"
"1440","STUDENT1440","<18 yrs","Female","Public","Need-based","Yes","No","Yes","RS.60k-RS.80k","Public","House","No Schooling","Undergraduate","3","One","Laborer","Laborer","1 to 3","Often","Never","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Sometimes","Moderate","3.0-3.5","<2.0",9,"D"
"1441","STUDENT1441",">20 yrs","Male","Home School","Full","Yes","No","No","RS.60k-RS.80k","Public","Dorm","No Schooling","High School","2","One","Manager","Clerk","less than 1","Often","Sometimes","Never","Low","Regular","High","Moderate","Sometimes","Never","Sometimes","Noisy","2.0-2.5","<2.0",9,"C"
"1442","STUDENT1442","18-22 yrs","Female","Private","None","Yes","Yes","No","RS.60k-RS.80k","Private","Apartment","No Schooling","Undergraduate","1","More than 1","Manager","Laborer","1 to 3","Sometimes","Sometimes","Often","Low","Irregular","High","Low","Sometimes","Sometimes","Sometimes","Moderate","<2.0","3.0-3.5",9,"B"
"1443","STUDENT1443","<18 yrs","Male","Private","Full","No","No","No","RS.60k-RS.80k","Public","Dorm","Secondary","Secondary","3","More than 1","Laborer","Manager","3 to 5","Often","Often","Never","Low","Irregular","Low","Low","Often","Often","Sometimes","Moderate","2.0-2.5","<2.0",9,"C+"
"1444","STUDENT1444","18-22 yrs","Female","Home School","Partial","Yes","Yes","Yes","RS.20k-RS.40k","Public","Dorm","Secondary","Secondary","3","None","Laborer","Manager","less than 1","Sometimes","Sometimes","Never","High","Regular","Moderate","Low","Often","Often","Often","Moderate","3.0-3.5","<2.0",9,"B"
"1445","STUDENT1445","<18 yrs","Male","Home School","Partial","No","Yes","No","<RS.20k","Private","Dorm","Secondary","No Schooling","1","One","Laborer","Clerk","5 to 7","Never","Never","Never","High","Regular","High","Low","Sometimes","Often","Never","Moderate","3.0-3.5","<2.0",9,"C+"
"1446","STUDENT1446","<18 yrs","Male","Private","Partial","No","Yes","No","RS.60k-RS.80k","Public","Apartment","Primary","Primary","3","None","Laborer","Clerk","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Often","Often","Sometimes","Noisy",">3.5","3.0-3.5",9,"C+"
"1447","STUDENT1447","18-22 yrs","Male","Home School","Partial","No","Yes","Yes","RS.40k-RS.60k","Public","Dorm","Primary","No Schooling","2","One","Laborer","Clerk","5 to 7","Sometimes","Often","Never","Low","Regular","High","Low","Often","Often","Sometimes","Noisy","3.0-3.5","2.5-3.0",9,"C+"
"1448","STUDENT1448","18-22 yrs","Male","Private","Partial","Yes","Yes","Yes","RS.60k-RS.80k","Public","Dorm","Secondary","High School","1","More than 1","Unemployed","Laborer","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Noisy","<2.0","<2.0",9,"D"
"1449","STUDENT1449","<18 yrs","Male","Home School","Merit","No","Yes","No","RS.40k-RS.60k","Public","Apartment","High School","Primary","4+","One","Laborer","Unemployed","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Moderate","High","Often","Often","Often","Noisy",">3.5","<2.0",9,"C"
"1450","STUDENT1450","18-22 yrs","Female","Private","Partial","Yes","Yes","No","RS.40k-RS.60k","Public","Dorm","No Schooling","No Schooling","4+","None","Laborer","Unemployed","1 to 3","Never","Never","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Noisy","3.0-3.5","<2.0",9,"B"
"1451","STUDENT1451",">20 yrs","Female","Private","Partial","Yes","Yes","No","<RS.20k","Walk","Apartment","No Schooling","Secondary","1","None","Manager","Unemployed","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Moderate",">3.5","2.0-2.5",9,"D"
"1452","STUDENT1452",">20 yrs","Male","Home School","Full","Yes","No","Yes","RS.20k-RS.40k","Public","Dorm","High School","High School","1","One","Unemployed","Unemployed","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Sometimes","Moderate","<2.0","3.0-3.5",9,"D"
"1453","STUDENT1453","18-22 yrs","Female","Public","Partial","Yes","No","No",">RS.80k","Public","Dorm","Primary","High School","0","More than 1","Clerk","Laborer","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Moderate","Often","Never","Sometimes","Noisy",">3.5","3.0-3.5",9,"D"
"1454","STUDENT1454",">20 yrs","Male","Home School","Need-based","Yes","Yes","Yes","RS.40k-RS.60k","Public","Dorm","Primary","Undergraduate","2","More than 1","Laborer","Laborer","3 to 5","Sometimes","Sometimes","Never","Low","Irregular","Low","Low","Often","Never","Often","Noisy","2.5-3.0","2.5-3.0",9,"D"
"1455","STUDENT1455",">20 yrs","Female","Private","None","Yes","No","No","RS.40k-RS.60k","Private","House","High School","Secondary","0","More than 1","Manager","Laborer","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Often","Sometimes","Noisy","3.0-3.5","3.0-3.5",9,"D"
"1456","STUDENT1456",">20 yrs","Male","Public","Full","No","No","No","<RS.20k","Public","Apartment","High School","No Schooling","4+","None","Laborer","Clerk","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Low","Sometimes","Often","Often","Moderate",">3.5","2.5-3.0",9,"C+"
"1457","STUDENT1457",">20 yrs","Female","Private","Full","Yes","Yes","No","RS.20k-RS.40k","Public","Dorm","Secondary","High School","3","None","Clerk","Laborer","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Noisy","2.0-2.5","<2.0",10,"B"
"1458","STUDENT1458","<18 yrs","Male","Public","None","No","Yes","No","<RS.20k","Public","Apartment","High School","Primary","3","More than 1","Laborer","Clerk","1 to 3","Sometimes","Never","Never","Low","Regular","Low","Low","Often","Often","Often","Moderate","2.0-2.5","3.0-3.5",10,"C+"
"1459","STUDENT1459","18-22 yrs","Male","Home School","Full","Yes","Yes","No","RS.60k-RS.80k","Public","Dorm","No Schooling","Primary","4+","One","Laborer","Professional","5 to 7","Sometimes","Often","Never","Low","Regular","Moderate","Low","Often","Sometimes","Sometimes","Noisy",">3.5","2.5-3.0",10,"D"
